,userid,tweetid,text,hashtags
34031,55437695,1499202619834871811,"@melsavage12 Trump calls #PUTIN genius

and REPUBLCAN TRAITORS
rush to support GENOCIDE

SIK FUKS

https://t.co/jkadduCBks","[{'text': 'PUTIN', 'indices': [44, 50]}]"
305591,1216078105,1499451500786978816,"#Ukraine and Russia have reportedly reached a tentative agreement to create safe corridors for civilians to evacuate and for humanitarian supplies to be delivered.

#Russia https://t.co/pVBXJnb8Yw","[{'text': 'Ukraine', 'indices': [0, 8]}, {'text': 'Russia', 'indices': [165, 172]}]"
325810,1485278966982356993,1499470195861172226,"#BREAKINGNEWS #Russia #Ukraine

-With opposition parties calling for stronger sanctions, Ms Truss told Sky News the UK government had drawn up a “hit list of oligarchs” whose property and private jets would be targeted.

-MORE BELOW ⬇️🔴
https://t.co/zRNpXxDomx","[{'text': 'BREAKINGNEWS', 'indices': [17, 30]}, {'text': 'Russia', 'indices': [31, 38]}, {'text': 'Ukraine', 'indices': [39, 47]}]"
214271,1356153352548048896,1499367131326316560,"I am wayyy more updated about this war then I am supposed to be... If you are like me nothing interesting is happening in your life too #UkraineRussianWar #worldwar3 
#WARS #PutinsWar","[{'text': 'UkraineRussianWar', 'indices': [136, 154]}, {'text': 'worldwar3', 'indices': [155, 165]}, {'text': 'WARS', 'indices': [167, 172]}, {'text': 'PutinsWar', 'indices': [173, 183]}]"
353613,1499479173139685380,1499493647414403077,"@SenatorLujan Hello, I really want to ask you to vote for close the sky over for Ukraine,🇺🇦🇺🇦🇺🇦🙏 people in Ukraine really need this immediately, because many civilians were attacked by Russian terrorists @POTUS.    #StopPutinNOW #SafeAirliftUkraine","[{'text': 'StopPutinNOW', 'indices': [215, 228]}, {'text': 'SafeAirliftUkraine', 'indices': [229, 248]}]"
42078,137455163,1499209738659274754,This is getting serious now #UkraineRussianWar #Russia takes over the first city of #Ukraine https://t.co/cQjFkGXqE1,"[{'text': 'UkraineRussianWar', 'indices': [28, 46]}, {'text': 'Russia', 'indices': [47, 54]}, {'text': 'Ukraine', 'indices': [84, 92]}]"
144060,716725224,1499307626802331648,Thats why it is necessary u need to begin your political carrer with local bodies this guy was artist few years back dont know a bit about world politics and see with zero diplomatic support this man put #Ukrainian into war #RussianUkrainianWar https://t.co/iRDfg2WgHJ,"[{'text': 'Ukrainian', 'indices': [204, 214]}, {'text': 'RussianUkrainianWar', 'indices': [224, 244]}]"
203527,1488113096,1499357110198439939,"Directed by Robert B Weide 😂😂😂

Wait for the end...

#Ukraine #UkraineRussiaWar #RussianUkrainianWar #RussiaUkraine https://t.co/UpHXsct5wO","[{'text': 'Ukraine', 'indices': [53, 61]}, {'text': 'UkraineRussiaWar', 'indices': [62, 79]}, {'text': 'RussianUkrainianWar', 'indices': [80, 100]}, {'text': 'RussiaUkraine', 'indices': [101, 115]}]"
260096,42290868,1499406518315208710,"New #music for peace, love and unity. #Strength for the #Ukraine. #Listen, discover and add to your #playlists now: https://t.co/NcxrX574h1

#Lavrov #Kyev #Kyiv #Kherson #Ukraine #NoWar #StopWar https://t.co/3O9DYMuTNG","[{'text': 'music', 'indices': [24, 30]}, {'text': 'Strength', 'indices': [58, 67]}, {'text': 'Ukraine', 'indices': [76, 84]}, {'text': 'Listen', 'indices': [86, 93]}, {'text': 'playlists', 'indices': [120, 130]}]"
9573,4915572028,1499181617709043713,"@evanbmontgomery @WarOnTheRocks @monkeycageblog The jerks and bots that today reproduce propaganda about #Ukraine, but say nothing about #Yemen with its 233,000 deaths, nor do they ""know"" that in #UnitedStates, since 2015, specialists know very well why #Russia is FORCED to act in the current way https://t.co/ybRvod0A4w","[{'text': 'Ukraine', 'indices': [105, 113]}, {'text': 'Yemen', 'indices': [137, 143]}, {'text': 'UnitedStates', 'indices': [196, 209]}, {'text': 'Russia', 'indices': [254, 261]}]"
374380,829278250362875906,1499515419564122114,@Pumpkinz16 @White__Dove @mikegalsworthy I am convinced you are right. What a terrible hell #Russia citizen are going through; and on top they do  witness the atrocities their regime is doing to its neighbours.,"[{'text': 'Russia', 'indices': [92, 99]}]"
316478,1191643074,1499459527367806998,"I want to help with medicines and medication for people who need critical medication at this time, kindly retweet for those in Kiev.
#UkraineRussiaWar #Ukraine #StopRussia #Ukraine needs you https://t.co/qhkST40Q70",[]
167550,141571248,1499326595336925186,"@AlStewartOBE Do you remember world’s 3rd largest army is with india not with you, world’s leading market is india not you, You need india, we don’t need your ****** penny, put in your ***. #IStandWithPutin #Russia","[{'text': 'IStandWithPutin', 'indices': [190, 206]}, {'text': 'Russia', 'indices': [207, 214]}]"
212468,1437793107962179592,1499364742137532420,"Hilarious 🤣🤣
Must watch.... #RussianUkrainianWar https://t.co/OwkmDNA6KN","[{'text': 'RussianUkrainianWar', 'indices': [28, 48]}]"
95745,1299177956,1499263359119618049,"More than 2000 Ukrainian civilians killed during Russian invasion
https://t.co/CA6KqXpwj4
 #StopPutinNOW #RussiaUkraine #UkraineRussia #Russia #UkraineWar #UkraineCrisis #Ukriane","[{'text': 'StopPutinNOW', 'indices': [91, 104]}, {'text': 'RussiaUkraine', 'indices': [105, 119]}, {'text': 'UkraineRussia', 'indices': [120, 134]}, {'text': 'Russia', 'indices': [135, 142]}, {'text': 'UkraineWar', 'indices': [143, 154]}, {'text': 'UkraineCrisis', 'indices': [155, 169]}, {'text': 'Ukriane', 'indices': [170, 178]}]"
55659,3180915505,1499221212224172039,American political scientist John Mearsheimer warned in 2015 that #Ukraine would be wrecked as a result of being encouraged by the West to play tough with #Russia. Mearsheimer advocates a neutral Ukraine which shouldn't be involved in the competition between #NATO and Russia. https://t.co/WpSZ2BOATY,"[{'text': 'Ukraine', 'indices': [87, 95]}]"
308630,1368635735855816704,1499451966065463297,"@SenWarren @SenatorSinema Ukraine needs weapons and humanitarian assistance to defend against #Putin. Stop innocent civilian deaths. @POTUS, provide #SafeAirliftUkraine #StopPutin","[{'text': 'Putin', 'indices': [94, 100]}, {'text': 'SafeAirliftUkraine', 'indices': [149, 168]}, {'text': 'StopPutin', 'indices': [169, 179]}]"
349630,83155935,1499492223905378308,"Just two dudes! I love this photo of #Ukraine President @ZelenskyyUa and his Defense Minister @oleksiireznikov. Even under relentless assault from #Russia, they have this basic humanity. Something #Putin will never understand or be able to buy! https://t.co/5T3gwSBUCR","[{'text': 'Ukraine', 'indices': [51, 59]}]"
206741,1294652469918588929,1499360664397262851,IPI is deeply saddened by the death of #Ukrainian TV camera Yevhenii Saku and the other four victims of the targeted missile strike on #Kyiv TV Tower on March 1. Saku is understood to be the first professional media worker killed in the line of duty during #UkraineRussiaConflict https://t.co/A8dtEF0TNu,"[{'text': 'Ukrainian', 'indices': [60, 70]}]"
182919,2290926589,1499340593335525376,"Curse on those who differentiate human blood from other human beings Curse on racists
#Ukraine 
#UkraineRussiaWar https://t.co/xcetgTsN4K","[{'text': 'Ukraine', 'indices': [86, 94]}, {'text': 'UkraineRussiaWar', 'indices': [96, 113]}]"
382415,75111782,1499523015582826500,"A bipartisan group of Senators moving to block imports of Russian oil, Presidents of both #Ukraine and #Russia speak on the ongoing #RussiaInvasion, and an effort to decriminalize pot in Denton. The WBAP Evening News: https://t.co/P9FztGh817","[{'text': 'Ukraine', 'indices': [90, 98]}, {'text': 'Russia', 'indices': [103, 110]}, {'text': 'RussiaInvasion', 'indices': [132, 147]}]"
183043,227369430,1499340620451786759,"Amazing response from #TeamMKUH @MKHospital to our appeal for donations to #Ukraine.

This is one of multiple donation points which is full to the brim.

@kearneyjennifer has arranged for donations to be dropped off to the group that are taking them directly to the #Ukraine. https://t.co/Bc5SRZfw4l","[{'text': 'TeamMKUH', 'indices': [38, 47]}, {'text': 'Ukraine', 'indices': [91, 99]}]"
185484,1384962014787907591,1499341843485671428,"𝐓𝐡𝐞 𝐆𝐫𝐞𝐚𝐭 𝐑𝐮𝐬𝐬𝐢𝐚𝐧 𝐄𝐧𝐞𝐫𝐠𝐲 𝐃𝐢𝐯𝐞𝐬𝐭𝐦𝐞𝐧𝐭

𝘉𝘪𝘨 𝘖𝘪𝘭 𝘧𝘪𝘯𝘢𝘭𝘭𝘺 𝘨𝘳𝘰𝘸𝘴 𝘢 𝘴𝘱𝘪𝘯𝘦 – 𝘵𝘰 𝘊𝘩𝘪𝘯𝘢’𝘴 𝘥𝘦𝘭𝘪𝘨𝘩𝘵

By @seb_kennedy 

#Ukraine #Russia #energycrisis

https://t.co/KaTLQUYg34","[{'text': 'Ukraine', 'indices': [107, 115]}, {'text': 'Russia', 'indices': [116, 123]}, {'text': 'energycrisis', 'indices': [124, 137]}]"
74086,1206183985337925632,1499244013916135426,"War crimes court prosecutor opens Ukraine investigation
#Ukraine #UkraineRussiaWar #UkraineWar #UkraineRussia #Ukrainian #UkraineInvasion #RussianUkrainianWar #Russia #RussiaUkraineWar #RussianArmy #RussiaUkraineConflict #ICC 
 @theasialive https://t.co/va8h6HJFQH","[{'text': 'Ukraine', 'indices': [56, 64]}, {'text': 'UkraineRussiaWar', 'indices': [65, 82]}, {'text': 'UkraineWar', 'indices': [83, 94]}, {'text': 'UkraineRussia', 'indices': [95, 109]}, {'text': 'Ukrainian', 'indices': [110, 120]}, {'text': 'UkraineInvasion', 'indices': [121, 137]}, {'text': 'RussianUkrainianWar', 'indices': [138, 158]}, {'text': 'Russia', 'indices': [159, 166]}, {'text': 'RussiaUkraineWar', 'indices': [167, 184]}, {'text': 'RussianArmy', 'indices': [185, 197]}, {'text': 'RussiaUkraineConflict', 'indices': [198, 220]}, {'text': 'ICC', 'indices': [221, 225]}]"
215371,89400161,1499367520591126531,"Aljazeera tv and Russia Tv (which I believe is not state-owned) always try to give balanced reporting, canning Russia tv means we are not stuck with a propaganda machine.
#RussiaUkraine #russiatv #DemocracyNotAutocracy #Aljazeera","[{'text': 'RussiaUkraine', 'indices': [171, 185]}, {'text': 'russiatv', 'indices': [186, 195]}, {'text': 'DemocracyNotAutocracy', 'indices': [196, 218]}, {'text': 'Aljazeera', 'indices': [219, 229]}]"
270282,1605694716,1499417495215788035,"❗️ #Lukashevich: The root of today's crisis in #Ukraine is not a Russian special military operation. The situation in #Donbass and #Ukraine is a consequence of #NATO desire, led by the United States, to use 🇺🇦 to create real threats to the national security and deter 🇷🇺Russia https://t.co/qDcMz6gzYr","[{'text': 'Lukashevich', 'indices': [16, 28]}, {'text': 'Ukraine', 'indices': [60, 68]}, {'text': 'Donbass', 'indices': [131, 139]}]"
273865,1295667662958149634,1499421334337585152,"Visuals of students to board flight from Suceava.

#OperationGanga #RussiaUkraine https://t.co/9Xfndrt4QE","[{'text': 'OperationGanga', 'indices': [70, 85]}, {'text': 'RussiaUkraine', 'indices': [86, 100]}]"
70636,705384231543771136,1499241358103814146,#UkraineRussiaWar:🚨 #Russian billionaire Alisher Usmanov's mega-yacht seized by #Germany https://t.co/H2jaKVojeH,"[{'text': 'UkraineRussiaWar', 'indices': [18, 35]}, {'text': 'Russian', 'indices': [38, 46]}, {'text': 'Germany', 'indices': [98, 106]}]"
274886,422918357,1499421509764497408,"Are your children asking questions about the situation in #Ukraine? 

Here’s how to make those conversations easier.  🤝

#UkraineCrisis #StopTheWarOnChildren https://t.co/I7irAEU22U","[{'text': 'Ukraine', 'indices': [78, 86]}]"
20208,755598338074947589,1499191121418747905,"a HUGE difference in traditional aid vs the ~$40m donated via Ethereum

Typical aid is only for humanitarian uses 

This $40m can be used by #Ukriane to buy weapons and bombs

“War weapons financing ethics” is now among the many things that crypto enables to the individual https://t.co/XKecWRIrAf",[]
234936,1245032179077238784,1499383666539040770,"QUAD meeting scheduled for Today is at the request of the United States of America(USA). The request was made around 2-3 days ago. India will also participate in the Meeting🇮🇳
#RussianUkrainianWar 

https://t.co/k0Gu7VQgXy",[]
95230,1288423656058544129,1499263247245258753,"#OperationGanga
Today, #IAF is operating three more flights to various locations in the neighborhood of #Ukraine to evacuate Indian citizens: #IndianAirForce spokesperson
#UkraineWar #UkraineRussiaConflict
#RussiaUkraineWar https://t.co/pD59oj1A34","[{'text': 'OperationGanga', 'indices': [0, 15]}, {'text': 'IAF', 'indices': [23, 27]}, {'text': 'Ukraine', 'indices': [104, 112]}, {'text': 'IndianAirForce', 'indices': [142, 157]}, {'text': 'UkraineWar', 'indices': [171, 182]}, {'text': 'UkraineRussiaConflict', 'indices': [183, 205]}, {'text': 'RussiaUkraineWar', 'indices': [206, 223]}]"
340998,1473830444844072968,1499482194909278215,"He's not a child with blue eyes and blonde hair, he's just a poor syrian refugee #UkraineRussianWar #StopRussianAgression https://t.co/stkVueQRuV","[{'text': 'UkraineRussianWar', 'indices': [81, 99]}, {'text': 'StopRussianAgression', 'indices': [100, 121]}]"
79060,1012908068,1499248432720056321,#Ukraine conflict: What is a #vacuum or thermobaric bomb? - BBC News https://t.co/amI7f7YOWJ,"[{'text': 'Ukraine', 'indices': [0, 8]}, {'text': 'vacuum', 'indices': [29, 36]}]"
235158,1274254271949635586,1499385891512467463,"#StopWar
The Second World War was directly related to the First World War. It was the greatest and deadliest war in human 
history, with over 57 million lives lost. https://t.co/xjD8hrrrzq","[{'text': 'StopWar', 'indices': [21, 29]}]"
155390,1497149286135574528,1499317664405147649,"download our game to support us https://t.co/T7h2VuLGR1

#Ukrainian #HelpUkraine #UkraineUnderAttack #NATO #UkraineRussia #Ukrania #Ukraine #Putin #UkraineRussiaConflict #PutinHitler #UkraineRussiaWar https://t.co/iquwWcIHt4","[{'text': 'Ukrainian', 'indices': [57, 67]}, {'text': 'HelpUkraine', 'indices': [68, 80]}, {'text': 'UkraineUnderAttack', 'indices': [81, 100]}, {'text': 'NATO', 'indices': [101, 106]}, {'text': 'UkraineRussia', 'indices': [107, 121]}, {'text': 'Ukrania', 'indices': [122, 130]}, {'text': 'Ukraine', 'indices': [131, 139]}, {'text': 'Putin', 'indices': [140, 146]}, {'text': 'UkraineRussiaConflict', 'indices': [147, 169]}, {'text': 'PutinHitler', 'indices': [170, 182]}, {'text': 'UkraineRussiaWar', 'indices': [183, 200]}]"
324219,1372927967677054981,1499467020991148038,"#UkraineWar #UkraineRussianWar
Cause USA has done worst to Libya,Afghanistan, Palestine other countries, doesn’t mean Putin is right to kill innocent Ukrainians. Call a spade a spade. 
Putin &amp; NATO have both done wrongs.
Unfortunately Ukrainians are to suffer  for it.","[{'text': 'UkraineWar', 'indices': [0, 11]}, {'text': 'UkraineRussianWar', 'indices': [12, 30]}]"
302113,1286734941410062337,1499447647916408835,"@KyivIndependent Please tell Ukraine to release all the foreigners who are being captive by them. That's not how you fight for your country. Stop with the racism and let all Asians and Africans go
#UkraineRussianWar #UkraineRussiaWar #Zelenskyy #SlavaUkraini #IStandWithPutin #istandwithrussia","[{'text': 'UkraineRussianWar', 'indices': [197, 215]}, {'text': 'UkraineRussiaWar', 'indices': [216, 233]}, {'text': 'Zelenskyy', 'indices': [234, 244]}, {'text': 'SlavaUkraini', 'indices': [245, 258]}, {'text': 'IStandWithPutin', 'indices': [259, 275]}, {'text': 'istandwithrussia', 'indices': [276, 293]}]"
129705,1493531848378617857,1499295164166291460,"Double standard of the west1/2
#RussiaUkraineWar https://t.co/63R7kQMcHd","[{'text': 'RussiaUkraineWar', 'indices': [31, 48]}]"
157103,611133230,1499318933765165057,"Strikes on #Ukraine's cities is an admission that the #Russia could do nothing on the ground, president Zelensky said in a recent address.","[{'text': 'Ukraine', 'indices': [28, 36]}, {'text': 'Russia', 'indices': [71, 78]}]"
198327,3414898517,1499353244782497800,"#Ukraine: more than 12 months ago it's interesting to read how @mdanewaters, who spoke at #RISING19, was anticipating major problems   https://t.co/ONJ8Yc9vrn","[{'text': 'Ukraine', 'indices': [0, 8]}, {'text': 'RISING19', 'indices': [90, 99]}]"
365874,747116307531833344,1499507336209182720,"And I cannot do that now, just like millions of #Ukrainians. 

And sorry, but I do not see the West doing nearly enough to help us. 

Western countries are still trading with #russia? We're still hearing excuses about the #NoFlyZone?

Well, then don't say that we're inspiring you","[{'text': 'Ukrainians', 'indices': [64, 75]}]"
201659,1254201113051426816,1499355968546562056,"@thewarzonewire It appears #Putin has almost achieved what I believe he wanted - Western #Ukraine &amp; the entire northern coastline of #BlackSea. #Odessa is now the key not #Kyiv. Expect ""peace' talks soon.","[{'text': 'Putin', 'indices': [27, 33]}, {'text': 'Ukraine', 'indices': [89, 97]}, {'text': 'BlackSea', 'indices': [137, 146]}, {'text': 'Odessa', 'indices': [148, 155]}, {'text': 'Kyiv', 'indices': [175, 180]}]"
110752,994099577023279106,1499275997966913536,"@utdHaajjee @AntwiKofi14 @bkool7 @KobbyMj @aamir_lt Here take it ...I guess u are a muslim too who believes in marrying girls of 8yrs old, raping them, getting them pregnant at 9yrs old, many die during childbirth, denying them education etc
 Open ur eyes blind man. Afghans running away frm Taliban
#RussiaUkraine #PutinWarCriminal https://t.co/PEUVbyxqjN","[{'text': 'RussiaUkraine', 'indices': [300, 314]}, {'text': 'PutinWarCriminal', 'indices': [315, 332]}]"
281800,1498700335191318533,1499428945355280386,"@SenatCZ @CzechTV @CLOVEKVTISNI STOP RUSSIAN AGGRESSION AGAINST #UKRAINE. 
@NATO CLOSE THE SKY OVER UKRAINE! EXCLUDE RUSSIA FROM THE @UN SECURITY COUNCIL!!
#StopPutin #StopRussia","[{'text': 'UKRAINE', 'indices': [64, 72]}, {'text': 'StopPutin', 'indices': [156, 166]}, {'text': 'StopRussia', 'indices': [167, 178]}]"
232322,1293825277353758721,1499382274445520897,"BREAKING: #EU signs deal on providing €1.2 billion in macro-financial assistance to help strengthen Ukraine's economy.

#TheCableIndex
#RussianUkrainianWar 
#UkraineRussiaWar","[{'text': 'EU', 'indices': [29, 32]}]"
155509,1435439708205690884,1499317692045709312,#Russian occupant rethinks the invasion of #Ukraine by Russian troops. https://t.co/9iax57SP47 via @YouTube,"[{'text': 'Russian', 'indices': [0, 8]}, {'text': 'Ukraine', 'indices': [43, 51]}]"
143477,2258127781,1499306603065266176,"The battle of money.  Nearly half of the Russian population is directly dependent on the government.  Even private companies are semi-government.  If only a third of your 'war chest' remains, that is potentially catastrophic.  #ukraine #russia #putin","[{'text': 'ukraine', 'indices': [227, 235]}, {'text': 'russia', 'indices': [236, 243]}, {'text': 'putin', 'indices': [244, 250]}]"
180662,878147313260257280,1499338137524338688,"Russia stops deliveries of rocket engines to the US, Rogozin said: ""Let them fly into space on their brooms""😂😂

#RussiaUkraine #UkraineRussiaWar #UkraineRussia #Russian #Russia #standwithrussia","[{'text': 'RussiaUkraine', 'indices': [112, 126]}, {'text': 'UkraineRussiaWar', 'indices': [127, 144]}, {'text': 'UkraineRussia', 'indices': [145, 159]}, {'text': 'Russian', 'indices': [160, 168]}, {'text': 'Russia', 'indices': [169, 176]}, {'text': 'standwithrussia', 'indices': [177, 193]}]"
43865,1178811384387293187,1499210453271994372,"33% Off!

TruSkin Vitamin C Serum for Face

https://t.co/YutJxEQpS5

#BwcDeals #Dogecoin #nfts #Ukraine #clearthelist #Today https://t.co/aVfNSI62kN","[{'text': 'BwcDeals', 'indices': [69, 78]}, {'text': 'Dogecoin', 'indices': [79, 88]}, {'text': 'nfts', 'indices': [89, 94]}, {'text': 'Ukraine', 'indices': [95, 103]}, {'text': 'clearthelist', 'indices': [104, 117]}, {'text': 'Today', 'indices': [118, 124]}]"
379761,785057089702006784,1499519886246412289,"The new international sign for 'decent person'
(Man in Berlin offering a place to stay for Ukrainian war refugees)
#Ukraine 
#UkraineRussianWar https://t.co/3Qzm6XDqCy","[{'text': 'Ukraine', 'indices': [115, 123]}, {'text': 'UkraineRussianWar', 'indices': [125, 143]}]"
33835,289883627,1499202565766107139,"If israel have a right to protect themselves then 
Russians also have a right to protect themselves
I stand with Putin
#RussiaUkraine
#IStandWithPutin 
#RussianUkrainianWar 
#Russians https://t.co/cftGqeOs6j",[]
394145,163870052,1499534530595766273,".@CAPimmigration estimated that #TPS for #Ukraine could protect as many as 96,000 non-U.S. citizen Ukrainians—including  27,000 undocumented Ukrainians https://t.co/L85SF9gfm7","[{'text': 'TPS', 'indices': [46, 50]}, {'text': 'Ukraine', 'indices': [55, 63]}]"
1023,17123476,1499174868293947392,"The crisis has seen numerous countries hammer Moscow with a series of wide-ranging sanctions that have isolated Russia and threaten to crash its economy.

#MalaysiaNow #MNow #MNowNews #russia #ukraine #investors #economy 

https://t.co/WkrAc6InJc",[]
13191,1203249301960314880,1499184030541312002,"Reality of #Ukraine, #USA, #NATO &amp; #EU.

Western warmongers are misleading people through their propaganda machinery and banning the #Russian media.

Even Indian Media has started behaving like their cheerleaders.
#RussiaUkraineWar
#RussiaUkraineCrisis
https://t.co/htDfDId39z","[{'text': 'Ukraine', 'indices': [11, 19]}, {'text': 'USA', 'indices': [21, 25]}, {'text': 'NATO', 'indices': [27, 32]}, {'text': 'EU', 'indices': [39, 42]}, {'text': 'Russian', 'indices': [137, 145]}, {'text': 'RussiaUkraineWar', 'indices': [218, 235]}, {'text': 'RussiaUkraineCrisis', 'indices': [236, 256]}]"
389000,1403943641924747266,1499527655191945221,"#Ukraine 🇺🇦 #Sumy #Oblast 
Destroyed #Russian 🇷🇺 column containing 3 tanks and 2 APC's in total.
This is from the #Russian source. https://t.co/rQD7zOGOc7","[{'text': 'Ukraine', 'indices': [20, 28]}, {'text': 'Sumy', 'indices': [32, 37]}, {'text': 'Oblast', 'indices': [38, 45]}, {'text': 'Russian', 'indices': [57, 65]}]"
218560,67335625,1499370804462637061,"Every day Russians are fighting for Peace, they have been for years.
Not all Russians follow Putin. 

#Navalny ❤️
#PutinWarCriminal 
#Ukraine 🇺🇦 https://t.co/rLVsHh4szG","[{'text': 'Navalny', 'indices': [123, 131]}]"
170662,811686236389838853,1499330300345831426,"🔴#BREAKING — #Ukrainian men in #Poland prepare to cross the border back into #Ukraine to fight against the #Russian invaders. 

— ꜱᴛᴀʏ ᴛᴜɴᴇᴅ
#UkraineUnderAttack #UkraineInvasion #WARINUKRAINE #Kiew #UkraineRussia https://t.co/ybcwFIMENI","[{'text': 'BREAKING', 'indices': [1, 10]}, {'text': 'Ukrainian', 'indices': [13, 23]}, {'text': 'Poland', 'indices': [31, 38]}, {'text': 'Ukraine', 'indices': [77, 85]}, {'text': 'Russian', 'indices': [107, 115]}, {'text': 'UkraineUnderAttack', 'indices': [141, 160]}, {'text': 'UkraineInvasion', 'indices': [161, 177]}, {'text': 'WARINUKRAINE', 'indices': [178, 191]}, {'text': 'Kiew', 'indices': [192, 197]}, {'text': 'UkraineRussia', 'indices': [198, 212]}]"
198402,1479580375584280576,1499353257977815043,"#F1 

#FormulaOne has terminated its contract with the #Russian Grand Prix following the country’s invasion of #Ukraine

#RussiaUkraineWar #RussiaUkraine 
#RussianUkrainianWar 

https://t.co/2nJLzvczqR","[{'text': 'F1', 'indices': [20, 23]}, {'text': 'FormulaOne', 'indices': [26, 37]}, {'text': 'Russian', 'indices': [75, 83]}, {'text': 'Ukraine', 'indices': [131, 139]}]"
39784,828070333840289792,1499207379300372480,"Our people are being killed and arrested in a war they did not ask for, just bc they are southern Cameroonians. we call the world to rise and protect our people who are victims declared by @PR_Paul_BIYA. We cannot bear the pain @UNICEF #ReleaseThem #Russia #RussianAggression https://t.co/F8NKdvUGiW",[]
272181,1497968198641238018,1499417893431357440,"@JoeBiden During 7 days of war, Russian missiles and bombs completely destroyed the city of Kharkiv. Help to protect Ukrainian cities from Russian missiles - provide Ukraine with  air and missile defence #StandWithUkraine  #StopPutinNOW #ProtectUASky #NoFlyZone","[{'text': 'StandWithUkraine', 'indices': [204, 221]}, {'text': 'StopPutinNOW', 'indices': [223, 236]}, {'text': 'ProtectUASky', 'indices': [237, 250]}, {'text': 'NoFlyZone', 'indices': [251, 261]}]"
379502,12331802,1499519820915560451,"Badmouth Twitter all you want but cool stuff like this shows up on it all the time. #Ukraine #stucktrucks 
(h/t @TodayinTabs) https://t.co/6WyUWU4bGJ","[{'text': 'Ukraine', 'indices': [102, 110]}, {'text': 'stucktrucks', 'indices': [111, 123]}]"
370881,3418339671,1499511975407198209,"I love this modified #cyberpunk style port somewhere in #China🧑‍🎨#EO #EarthArt

@CopernicusEU #Sentinel2 🛰️ 2022-02-20
Full Size -&gt; https://t.co/adkKenAfWN 🧐 #nft https://t.co/2FVcgUqxWS","[{'text': 'cyberpunk', 'indices': [36, 46]}, {'text': 'China', 'indices': [71, 77]}, {'text': 'EO', 'indices': [80, 83]}, {'text': 'EarthArt', 'indices': [84, 93]}, {'text': 'Sentinel2', 'indices': [109, 119]}]"
263343,3288512224,1499410267196858375,It is interesting how they pretend not to see the very things they condemn if done by another person they loathe. #RussianUkrainianWar https://t.co/ui3N9yrv0X,"[{'text': 'RussianUkrainianWar', 'indices': [114, 134]}]"
376030,232801589,1499516109858705415,"Putin is waking up to a #Kyiv still standing strong as thousands of misled Russian boys are sent home in body bags. 

His invasion is a failure, his puppets are turning on him, and his people have had enough. https://t.co/umK33Cs2y9","[{'text': 'Kyiv', 'indices': [39, 44]}]"
151450,117483950,1499313887342219265,648 of you beautiful #librarians and #infopros have signed our statement of solidarity with our colleagues in #Ukraine in the past 24 hours. I am hearing from colleagues in Ukraine right now how important it is to know you stand with them. Thank you all https://t.co/wB1QwfUjNI,"[{'text': 'librarians', 'indices': [37, 48]}, {'text': 'infopros', 'indices': [53, 62]}, {'text': 'Ukraine', 'indices': [126, 134]}]"
12494,1499161765380243461,1499183735308177409,"“During his inaugural address in 2019, Zelensky told lawmakers: “I do not want my picture in your offices: the President is not an icon, an idol or a portrait. Hang your kids' photos instead,and look at them each time you’re making a decision.”
#ukraine #NATO #russia #leadership https://t.co/8e0dXv0aDX",[]
306236,115897650,1499451604910673924,"This👇🏼 matters right now
#Ukraine
#WorldBookDay 2/ https://t.co/MdUKQdQ0cB","[{'text': 'Ukraine', 'indices': [42, 50]}, {'text': 'WorldBookDay', 'indices': [51, 64]}]"
226367,1452705597044953097,1499378333548793859,Why can’t Biden answer the simple question on his son’s dealings in #Ukraine? https://t.co/SOeiqwF3sH,"[{'text': 'Ukraine', 'indices': [68, 76]}]"
88775,1471888615735459842,1499256754953424901,"NO WAR Please.
Our VAM-Crew will work to solve world issues.
#NOWAR #VAM #CREW #NFT https://t.co/ureQbsM4X1","[{'text': 'NOWAR', 'indices': [61, 67]}, {'text': 'VAM', 'indices': [68, 72]}, {'text': 'CREW', 'indices': [73, 78]}, {'text': 'NFT', 'indices': [79, 83]}]"
235051,775784151257587712,1499385877197377537,"GERMANY AGAINST RUSSIAN OIL BAN:

“I wouldn’t support an embargo on imports of fossil fuels from Russia,” German Economy Minister Robert Habeck said Tuesday. “I would even speak out against it, because we would threaten the social peace in the republic with that"" #OOTT #Ukraine",[]
161287,1023532589615931392,1499321769295028226,Lavrov - I never liked u. But u were the only politician I had ever 'feared'. I'm listening to u speak today and I'm laughing at u. U CLOWN!!! U could've gone down as one of the most feared politicians in history. U're just a joke now 👏🏼 #putin #lavrov,"[{'text': 'putin', 'indices': [238, 244]}, {'text': 'lavrov', 'indices': [245, 252]}]"
75579,1490081366163304450,1499245382068588544,"How is German govt able to act so quickly &amp; seize #RussianOligarchs' assets, while UK under @BorisJohnson has chosen to give notice to individuals &amp; banks (up to 30 days we hear) - time enough for them to liquidate some assets &amp; move the cash? #Ukraine #Londongrad #PutinsWar https://t.co/srX9QhJVqU","[{'text': 'RussianOligarchs', 'indices': [68, 85]}]"
